Syscall,Kernelfunc
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXBREAKPOINT_RGXENABLEBREAKPOINT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXBREAKPOINT_RGXOVERALLOCATEBPREGISTERS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXBREAKPOINT_RGXSETBREAKPOINT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXCMP_RGXCREATECOMPUTECONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXCMP_RGXDESTROYCOMPUTECONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXCMP_RGXFLUSHCOMPUTEDATA,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXCMP_RGXGETLASTCOMPUTECONTEXTRESETREASON,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXCMP_RGXKICKCDM2,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXCMP_RGXNOTIFYCOMPUTEWRITEOFFSETUPDATE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXCMP_RGXSETCOMPUTECONTEXTPRIORITY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXCMP_RGXSETCOMPUTECONTEXTPROPERTY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXFWDBG_RGXCURRENTTIME,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXFWDBG_RGXFWDEBUGDUMPFREELISTPAGELIST,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXFWDBG_RGXFWDEBUGPHRCONFIGURE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXFWDBG_RGXFWDEBUGSETFWLOG,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXFWDBG_RGXFWDEBUGSETHCSDEADLINE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXFWDBG_RGXFWDEBUGSETOSIDPRIORITY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXFWDBG_RGXFWDEBUGSETOSNEWONLINESTATE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXHWPERF_RGXCONFIGCUSTOMCOUNTERS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXHWPERF_RGXCONFIGENABLEHWPERFCOUNTERS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXHWPERF_RGXCTRLHWPERF,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXHWPERF_RGXCTRLHWPERFCOUNTERS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXHWPERF_RGXGETHWPERFBVNCFEATUREFLAGS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXKICKSYNC_RGXCREATEKICKSYNCCONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXKICKSYNC_RGXDESTROYKICKSYNCCONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXKICKSYNC_RGXKICKSYNC2,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXKICKSYNC_RGXSETKICKSYNCCONTEXTPROPERTY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXREGCONFIG_RGXADDREGCONFIG,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXREGCONFIG_RGXCLEARREGCONFIG,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXREGCONFIG_RGXDISABLEREGCONFIG,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXREGCONFIG_RGXENABLEREGCONFIG,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXREGCONFIG_RGXSETREGCONFIGTYPE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXSIGNALS_RGXNOTIFYSIGNALUPDATE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXCREATEFREELIST,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXCREATEHWRTDATASET,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXCREATERENDERCONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXCREATEZSBUFFER,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXDESTROYFREELIST,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXDESTROYHWRTDATASET,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXDESTROYRENDERCONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXDESTROYZSBUFFER,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXGETLASTRENDERCONTEXTRESETREASON,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXKICKTA3D2,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXPOPULATEZSBUFFER,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXRENDERCONTEXTSTALLED,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXSETRENDERCONTEXTPRIORITY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXSETRENDERCONTEXTPROPERTY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTA3D_RGXUNPOPULATEZSBUFFER,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ2_RGXTDMCREATETRANSFERCONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ2_RGXTDMDESTROYTRANSFERCONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ2_RGXTDMGETSHAREDMEMORY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ2_RGXTDMNOTIFYWRITEOFFSETUPDATE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ2_RGXTDMRELEASESHAREDMEMORY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ2_RGXTDMSETTRANSFERCONTEXTPRIORITY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ2_RGXTDMSETTRANSFERCONTEXTPROPERTY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ2_RGXTDMSUBMITTRANSFER2,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ_RGXCREATETRANSFERCONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ_RGXDESTROYTRANSFERCONTEXT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ_RGXSETTRANSFERCONTEXTPRIORITY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ_RGXSETTRANSFERCONTEXTPROPERTY,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_RGXTQ_RGXSUBMITTRANSFER2,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_ACQUIREGLOBALEVENTOBJECT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_ACQUIREINFOPAGE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_ALIGNMENTCHECK,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_CONNECT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_DISCONNECT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_DUMPDEBUGINFO,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_EVENTOBJECTCLOSE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_EVENTOBJECTOPEN,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_EVENTOBJECTWAIT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_EVENTOBJECTWAITTIMEOUT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_FINDPROCESSMEMSTATS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_GETDEVCLOCKSPEED,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_GETDEVICESTATUS,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_GETMULTICOREINFO,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_HWOPTIMEOUT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_RELEASEGLOBALEVENTOBJECT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SRVCORE_RELEASEINFOPAGE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNCTRACKING_SYNCRECORDADD,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNCTRACKING_SYNCRECORDREMOVEBYHANDLE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_ALLOCSYNCPRIMITIVEBLOCK,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_FREESYNCPRIMITIVEBLOCK,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_SYNCALLOCEVENT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_SYNCCHECKPOINTSIGNALLEDPDUMPPOL,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_SYNCFREEEVENT,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_SYNCPRIMPDUMP,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_SYNCPRIMPDUMPCBP,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_SYNCPRIMPDUMPPOL,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_SYNCPRIMPDUMPVALUE,None(Not Linux)
ioctl$DRM_IOCTL_PVR_SRVKM_CMD_PVRSRV_BRIDGE_SYNC_SYNCPRIMSET,None(Not Linux)
ioctl$DRM_IOCTL_RES_CTX,drm_legacy_resctx
ioctl$DRM_IOCTL_RM_CTX,drm_legacy_rmctx
ioctl$DRM_IOCTL_RM_MAP,drm_legacy_rmmap_ioctl
ioctl$DRM_IOCTL_SET_CLIENT_CAP,drm_setclientcap
ioctl$DRM_IOCTL_SET_MASTER,drm_setmaster_ioctl
ioctl$DRM_IOCTL_SET_SAREA_CTX,drm_legacy_setsareactx
ioctl$DRM_IOCTL_SET_UNIQUE,drm_invalid_op
ioctl$DRM_IOCTL_SET_VERSION,drm_setversion
ioctl$DRM_IOCTL_SG_ALLOC,drm_legacy_sg_alloc
ioctl$DRM_IOCTL_SG_FREE,drm_legacy_sg_free
ioctl$DRM_IOCTL_SWITCH_CTX,drm_legacy_switchctx
ioctl$DRM_IOCTL_SYNCOBJ_CREATE,drm_syncobj_create_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_DESTROY,drm_syncobj_destroy_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_FD_TO_HANDLE_FD,drm_syncobj_fd_to_handle_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_FD_TO_HANDLE_SYNC_FILE,drm_syncobj_fd_to_handle_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_HANDLE_TO_FD_FD,drm_syncobj_handle_to_fd_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_HANDLE_TO_FD_SYNC_FILE,drm_syncobj_handle_to_fd_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_QUERY,drm_syncobj_query_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_RESET,drm_syncobj_reset_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_SIGNAL,drm_syncobj_signal_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_TIMELINE_SIGNAL,drm_syncobj_timeline_signal_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_TIMELINE_WAIT,drm_syncobj_timeline_wait_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_TRANSFER,drm_syncobj_transfer_ioctl
ioctl$DRM_IOCTL_SYNCOBJ_WAIT,drm_syncobj_wait_ioctl
ioctl$DRM_IOCTL_UNLOCK,drm_legacy_unlock
ioctl$DRM_IOCTL_VERSION,drm_version
ioctl$DRM_IOCTL_WAIT_VBLANK,drm_wait_vblank_ioctl
ioctl$DVD_AUTH,mmc_ioctl_dvd_auth
ioctl$DVD_READ_STRUCT,mmc_ioctl_dvd_read_struct
ioctl$DVD_WRITE_STRUCT,evdev_do_ioctl
ioctl$EVIOCGABS0,evdev_do_ioctl
ioctl$EVIOCGABS20,evdev_do_ioctl
ioctl$EVIOCGABS2F,evdev_do_ioctl
ioctl$EVIOCGABS3F,evdev_do_ioctl
ioctl$EVIOCGBITKEY,evdev_do_ioctl
ioctl$EVIOCGBITSND,evdev_do_ioctl
ioctl$EVIOCGBITSW,evdev_do_ioctl
ioctl$EVIOCGEFFECTS,evdev_do_ioctl
ioctl$EVIOCGID,evdev_do_ioctl
ioctl$EVIOCGKEY,evdev_handle_get_val
ioctl$EVIOCGKEYCODE,evdev_handle_get_keycode
ioctl$EVIOCGKEYCODE_V2,evdev_handle_get_keycode_v2
ioctl$EVIOCGLED,evdev_handle_get_val
ioctl$EVIOCGMASK,evdev_get_mask
ioctl$EVIOCGMTSLOTS,evdev_handle_mt_request
ioctl$EVIOCGNAME,evdev_do_ioctl
ioctl$EVIOCGPHYS,evdev_do_ioctl
ioctl$EVIOCGPROP,evdev_do_ioctl
ioctl$EVIOCGRAB,evdev_grab
ioctl$EVIOCGREP,evdev_do_ioctl
ioctl$EVIOCGSND,evdev_handle_get_val
ioctl$EVIOCGSW,evdev_handle_get_val
ioctl$EVIOCGUNIQ,evdev_do_ioctl
ioctl$EVIOCGVERSION,evdev_do_ioctl
ioctl$EVIOCREVOKE,evdev_revoke
ioctl$EVIOCRMFF,input_ff_erase
ioctl$EVIOCSABS0,evdev_do_ioctl
ioctl$EVIOCSABS20,evdev_do_ioctl
ioctl$EVIOCSABS2F,evdev_do_ioctl
ioctl$EVIOCSABS3F,evdev_do_ioctl
ioctl$EVIOCSCLOCKID,evdev_set_clk_type
ioctl$EVIOCSFF,input_ff_upload
ioctl$EVIOCSKEYCODE,evdev_handle_set_keycode
ioctl$EVIOCSKEYCODE_V2,evdev_handle_set_keycode_v2
ioctl$EVIOCSMASK,evdev_set_mask
ioctl$EVIOCSREP,evdev_do_ioctl
ioctl$EXT4_IOC_ALLOC_DA_BLKS,ext4_alloc_da_blocks
ioctl$EXT4_IOC_CHECKPOINT,ext4_ioctl_checkpoint
ioctl$EXT4_IOC_CLEAR_ES_CACHE,ext4_clear_inode_es
ioctl$EXT4_IOC_GETSTATE,__ext4_ioctl
ioctl$EXT4_IOC_GET_ES_CACHE,ext4_ioctl_get_es_cache
ioctl$EXT4_IOC_GROUP_ADD,ext4_ioctl_group_add
ioctl$EXT4_IOC_GROUP_EXTEND,ext4_group_extend
ioctl$EXT4_IOC_MIGRATE,ext4_ext_migrate
ioctl$EXT4_IOC_MOVE_EXT,ext4_move_extents
ioctl$EXT4_IOC_PRECACHE_EXTENTS,ext4_ext_precache
ioctl$EXT4_IOC_RESIZE_FS,ext4_resize_fs
ioctl$EXT4_IOC_SHUTDOWN,ext4_shutdown
ioctl$EXT4_IOC_SWAP_BOOT,swap_inode_boot_loader
ioctl$F2FS_IOC_ABORT_VOLATILE_WRITE,f2fs_ioc_abort_volatile_write
ioctl$F2FS_IOC_COMMIT_ATOMIC_WRITE,f2fs_ioc_commit_atomic_write
ioctl$F2FS_IOC_DEFRAGMENT,f2fs_ioc_defragment
ioctl$F2FS_IOC_FLUSH_DEVICE,f2fs_ioc_flush_device
ioctl$F2FS_IOC_GARBAGE_COLLECT,f2fs_ioc_gc
ioctl$F2FS_IOC_GARBAGE_COLLECT_RANGE,f2fs_ioc_gc_range
ioctl$F2FS_IOC_GET_COMPRESS_BLOCKS,f2fs_get_compress_blocks
ioctl$F2FS_IOC_GET_FEATURES,f2fs_ioc_get_features
ioctl$F2FS_IOC_GET_PIN_FILE,f2fs_ioc_get_pin_file
ioctl$F2FS_IOC_MOVE_RANGE,f2fs_ioc_move_range
ioctl$F2FS_IOC_PRECACHE_EXTENTS,f2fs_ioc_precache_extents
ioctl$F2FS_IOC_RELEASE_COMPRESS_BLOCKS,f2fs_release_compress_blocks
ioctl$F2FS_IOC_RELEASE_VOLATILE_WRITE,f2fs_ioc_release_volatile_write
ioctl$F2FS_IOC_RESERVE_COMPRESS_BLOCKS,f2fs_reserve_compress_blocks
ioctl$F2FS_IOC_RESIZE_FS,f2fs_ioc_resize_fs
ioctl$F2FS_IOC_SET_PIN_FILE,f2fs_ioc_set_pin_file
ioctl$F2FS_IOC_SHUTDOWN,f2fs_ioc_shutdown
ioctl$F2FS_IOC_START_ATOMIC_WRITE,f2fs_ioc_start_atomic_write
ioctl$F2FS_IOC_START_VOLATILE_WRITE,f2fs_ioc_start_volatile_write
ioctl$F2FS_IOC_WRITE_CHECKPOINT,f2fs_ioc_write_checkpoint
ioctl$FAT_IOCTL_GET_ATTRIBUTES,fat_ioctl_get_attributes
ioctl$FAT_IOCTL_GET_VOLUME_ID,fat_ioctl_get_volume_id
ioctl$FAT_IOCTL_SET_ATTRIBUTES,fat_ioctl_set_attributes
ioctl$FBIOGETCMAP,fb_getput_cmap
ioctl$FBIOGET_CON2FBMAP,fbcon_get_con2fb_map_ioctl
ioctl$FBIOGET_FSCREENINFO,do_fb_ioctl
ioctl$FBIOGET_VSCREENINFO,do_fb_ioctl
ioctl$FBIOPAN_DISPLAY,fb_pan_display
ioctl$FBIOPUTCMAP,fb_set_user_cmap
ioctl$FBIOPUT_CON2FBMAP,fbcon_set_con2fb_map_ioctl
ioctl$FBIOPUT_VSCREENINFO,fb_set_var
ioctl$FBIO_WAITFORVSYNC,"fb_wait_for_vsync,ivtvfb_ioctl,omapfb_ioctl,ps3fb_ioctl,vt8500lcd_ioctl,drm_fb_helper_ioctl,sh_mobile_lcdc_ioctl,atyfb_ioctl,sh_mobile_lcdc_overlay_ioctl,s3c_fb_ioctl,intelfb_ioctl"
ioctl$FICLONE,ioctl_file_clone
ioctl$FICLONERANGE,ioctl_file_clone_range
ioctl$FIDEDUPERANGE,ioctl_file_dedupe_range
ioctl$FIFREEZE,ioctl_fsfreeze
ioctl$FIGETBSZ,do_vfs_ioctl
ioctl$FIOCLEX,set_close_on_exec
ioctl$FIONCLEX,set_close_on_exec
ioctl$FIONREAD,
ioctl$FITHAW,ioctl_fsthaw
ioctl$FLOPPY_FDCLRPRM,invalidate_drive
ioctl$FLOPPY_FDDEFPRM,set_geometry
ioctl$FLOPPY_FDEJECT,fd_eject
ioctl$FLOPPY_FDFLUSH,invalidate_drive
ioctl$FLOPPY_FDFMTBEG,fd_locked_ioctl
ioctl$FLOPPY_FDFMTEND,invalidate_drive
ioctl$FLOPPY_FDFMTTRK,do_format
ioctl$FLOPPY_FDGETDRVPRM,fd_locked_ioctl
ioctl$FLOPPY_FDGETDRVSTAT,fd_locked_ioctl
ioctl$FLOPPY_FDGETDRVTYP,fd_locked_ioctl
ioctl$FLOPPY_FDGETFDCSTAT,fd_locked_ioctl
ioctl$FLOPPY_FDGETMAXERRS,fd_locked_ioctl
ioctl$FLOPPY_FDGETPRM,get_floppy_geometry
ioctl$FLOPPY_FDMSGOFF,fd_locked_ioctl
ioctl$FLOPPY_FDMSGON,fd_locked_ioctl
ioctl$FLOPPY_FDPOLLDRVSTAT,fd_locked_ioctl
ioctl$FLOPPY_FDRAWCMD,raw_cmd_ioctl
ioctl$FLOPPY_FDRESET,user_reset_fdc
ioctl$FLOPPY_FDSETDRVPRM,fd_locked_ioctl
ioctl$FLOPPY_FDSETEMSGTRESH,fd_locked_ioctl
ioctl$FLOPPY_FDSETMAXERRS,fd_locked_ioctl
ioctl$FLOPPY_FDSETPRM,set_geometry
ioctl$FLOPPY_FDTWADDLE,twaddle
ioctl$FLOPPY_FDWERRORCLR,fd_locked_ioctl
ioctl$FLOPPY_FDWERRORGET,fd_locked_ioctl
ioctl$FS_IOC_ADD_ENCRYPTION_KEY,fscrypt_ioctl_add_key
ioctl$FS_IOC_ENABLE_VERITY,fsverity_ioctl_enable
ioctl$FS_IOC_FIEMAP,ioctl_fiemap
ioctl$FS_IOC_FSGETXATTR,ioctl_fsgetxattr
ioctl$FS_IOC_FSSETXATTR,ioctl_fssetxattr
ioctl$FS_IOC_GETFLAGS,"xfs_ioc_getlabel,ioctl_getflags"
ioctl$FS_IOC_GETFSLABEL,"btrfs_ioctl_get_fslabel,xfs_ioc_getlabel"
ioctl$FS_IOC_GETFSMAP,ext4_ioc_getfsmap
ioctl$FS_IOC_GETVERSION,"nilfs_ioctl_getversion,btrfs_ioctl_getversion,file_has_perm"
ioctl$FS_IOC_GET_ENCRYPTION_KEY_STATUS,fscrypt_ioctl_get_key_status
ioctl$FS_IOC_GET_ENCRYPTION_NONCE,fscrypt_ioctl_get_nonce
ioctl$FS_IOC_GET_ENCRYPTION_POLICY,fscrypt_ioctl_get_policy
ioctl$FS_IOC_GET_ENCRYPTION_POLICY_EX,fscrypt_ioctl_get_policy_ex
ioctl$FS_IOC_GET_ENCRYPTION_PWSALT,__ext4_ioctl
ioctl$FS_IOC_MEASURE_VERITY,fsverity_ioctl_measure
ioctl$FS_IOC_READ_VERITY_METADATA,fsverity_ioctl_read_metadata
ioctl$FS_IOC_REMOVE_ENCRYPTION_KEY,ioctl$FS_IOC_REMOVE_ENCRYPTION_KEY
ioctl$FS_IOC_REMOVE_ENCRYPTION_KEY_ALL_USERS,fscrypt_ioctl_remove_key_all_users
ioctl$FS_IOC_SETFLAGS,ioctl_setflags
ioctl$FS_IOC_SETFSLABEL,btrfs_ioctl_set_fslabel
ioctl$FS_IOC_SETVERSION,fsstack_copy_attr_all
ioctl$FS_IOC_SET_ENCRYPTION_POLICY,fscrypt_ioctl_set_policy
ioctl$GIO_CMAP,con_get_cmap
ioctl$GIO_FONT,None
ioctl$GIO_FONTX,None
ioctl$GIO_SCRNMAP,con_get_trans_old
ioctl$GIO_UNIMAP,do_unimap_ioctl
ioctl$GIO_UNISCRNMAP,con_get_trans_new
ioctl$HCIINQUIRY,hci_inquiry
ioctl$HDIO_GETGEO,blkdev_getgeo
ioctl$HIDIOCAPPLICATION,hiddev_ioctl
ioctl$HIDIOCGCOLLECTIONINDEX,hiddev_ioctl
ioctl$HIDIOCGCOLLECTIONINFO,hiddev_ioctl
ioctl$HIDIOCGDEVINFO,hiddev_ioctl
ioctl$HIDIOCGFEATURE,hidraw_get_report
ioctl$HIDIOCGFIELDINFO,hiddev_lookup_report
ioctl$HIDIOCGFLAG,hiddev_ioctl
ioctl$HIDIOCGNAME,hiddev_ioctl
ioctl$HIDIOCGPHYS,hiddev_ioctl
ioctl$HIDIOCGRAWINFO,hidraw_ioctl
ioctl$HIDIOCGRAWNAME,hidraw_ioctl
ioctl$HIDIOCGRAWPHYS,hidraw_ioctl
ioctl$HIDIOCGRDESC,hidraw_ioctl
ioctl$HIDIOCGRDESCSIZE,hidraw_ioctl
ioctl$HIDIOCGREPORT,hiddev_lookup_report
ioctl$HIDIOCGREPORTINFO,hiddev_lookup_report
ioctl$HIDIOCGSTRING,hiddev_ioctl_string
ioctl$HIDIOCGUCODE,hiddev_ioctl_usage
ioctl$HIDIOCGUSAGE,hiddev_ioctl_usage
ioctl$HIDIOCGUSAGES,hiddev_ioctl_usage
ioctl$HIDIOCGVERSION,hiddev_ioctl
ioctl$HIDIOCINITREPORT,usbhid_init_reports
ioctl$HIDIOCSFEATURE,hidraw_send_report
ioctl$HIDIOCSFLAG,hiddev_ioctl
